timestamp,session_id,agent_id,agent_type,task_id,description,input_tokens,output_tokens,cache_read,cache_create,billable_tokens,total_tokens,api_calls,duration_secs,started_at,ended_at
2026-01-05T03:29:49Z,34e36596-aaa3-4d3d-8ef5-e7befcba7baf,a616217,,,,3,3,,4466,4469,4472,1,5,2026-01-05T03:29:44.554Z,2026-01-05T03:29:49.348Z
2026-01-05T03:30:27Z,d8170853-453f-4f57-ba63-2747a4b4869f,ad84c21,,,,155,255,241002,70925,71180,312337,14,96,2026-01-05T03:28:51.509Z,2026-01-05T03:30:27.414Z
2026-01-05T03:42:52Z,d8170853-453f-4f57-ba63-2747a4b4869f,ac20b40,,,,16243,910,581594,237066,237976,835813,21,249,2026-01-05T03:38:43.031Z,2026-01-05T03:42:52.610Z
2026-01-05T08:33:08Z,d8170853-453f-4f57-ba63-2747a4b4869f,ae681e1,,,,32,138,475777,104109,104247,580056,24,342,2026-01-05T08:27:26.318Z,2026-01-05T08:33:08.121Z
2026-01-05T09:00:27Z,d8170853-453f-4f57-ba63-2747a4b4869f,a231e63,,,,2611,1373,536789,102248,103621,643021,26,323,2026-01-05T08:55:04.448Z,2026-01-05T09:00:27.786Z
2026-01-05T09:24:49Z,d8170853-453f-4f57-ba63-2747a4b4869f,a5ce4d9,,,,28,72,388901,129670,129742,518671,20,187,2026-01-05T09:21:42.645Z,2026-01-05T09:24:49.607Z
2026-01-05T09:34:57Z,d8170853-453f-4f57-ba63-2747a4b4869f,ae0cd5e,,,,2885,490,725650,133495,133985,862520,30,315,2026-01-05T09:29:42.387Z,2026-01-05T09:34:57.341Z
2026-01-05T09:44:09Z,d8170853-453f-4f57-ba63-2747a4b4869f,a804459,,,,399,1602,668199,71089,72691,741289,27,281,2026-01-05T09:39:28.173Z,2026-01-05T09:44:09.249Z
2026-01-05T09:58:41Z,d8170853-453f-4f57-ba63-2747a4b4869f,a72a95e,,,,23839,1930,1744963,154647,156577,1925379,45,177,2026-01-05T09:55:44.911Z,2026-01-05T09:58:41.045Z
2026-01-05T10:11:22Z,d8170853-453f-4f57-ba63-2747a4b4869f,a16261e,,,,2080,299,245710,169414,169713,417503,20,91,2026-01-05T10:09:51.940Z,2026-01-05T10:11:22.649Z
2026-01-05T10:20:06Z,d8170853-453f-4f57-ba63-2747a4b4869f,ac39c76,,,,8747,12169,6059374,222453,234622,6302743,79,435,2026-01-05T10:12:51.849Z,2026-01-05T10:20:06.766Z
2026-01-05T17:47:54Z,d8170853-453f-4f57-ba63-2747a4b4869f,ae9c452,,,,3685,2405,1212319,327887,330292,1546296,37,26856,2026-01-05T10:20:18.512Z,2026-01-05T17:47:54.297Z
2026-01-05T18:36:14Z,d8170853-453f-4f57-ba63-2747a4b4869f,a28826c,,,,49092,13805,9167831,569523,583328,9800251,104,1762,2026-01-05T18:06:52.597Z,2026-01-05T18:36:14.157Z
2026-01-05T18:41:11Z,d8170853-453f-4f57-ba63-2747a4b4869f,ae2b586,,,,13511,295,1297086,293036,293331,1603928,31,164,2026-01-05T18:38:27.647Z,2026-01-05T18:41:11.515Z
2026-01-05T18:41:50Z,d8170853-453f-4f57-ba63-2747a4b4869f,ae633f6,,,,30688,16999,13607418,590107,607106,14245212,144,2097,2026-01-05T18:06:52.595Z,2026-01-05T18:41:49.766Z
2026-01-05T18:48:33Z,d8170853-453f-4f57-ba63-2747a4b4869f,a90eeaf,,,,1367,376,493295,114673,115049,609711,20,88,2026-01-05T18:47:05.518Z,2026-01-05T18:48:33.237Z
2026-01-05T18:48:54Z,d8170853-453f-4f57-ba63-2747a4b4869f,a7b37f2,,,,62368,60,1105803,326089,326149,1494320,28,109,2026-01-05T18:47:05.509Z,2026-01-05T18:48:54.338Z
2026-01-05T18:52:46Z,d8170853-453f-4f57-ba63-2747a4b4869f,a528625,,,,48513,41,734594,131432,131473,914580,25,99,2026-01-05T18:51:06.296Z,2026-01-05T18:52:45.910Z
2026-01-05T23:52:34Z,23d51c74-1e7d-4830-a784-10a68bd660c2,a16f798,,,,3,8,,4535,4543,4546,1,2,2026-01-05T23:52:32.283Z,2026-01-05T23:52:34.579Z
2026-01-05T23:52:35Z,23d51c74-1e7d-4830-a784-10a68bd660c2,ad8e6d2,,,,3,1,,4407,4408,4411,1,3,2026-01-05T23:52:32.280Z,2026-01-05T23:52:35.840Z
2026-01-06T01:58:03Z,23d51c74-1e7d-4830-a784-10a68bd660c2,a9ecc0d,,,,91,11511,6111852,177325,188836,6300779,87,474,2026-01-06T01:50:09.043Z,2026-01-06T01:58:03.624Z
2026-01-06T02:01:53Z,23d51c74-1e7d-4830-a784-10a68bd660c2,af73d87,,,,105,27043,7203680,262381,289424,7493209,99,704,2026-01-06T01:50:09.033Z,2026-01-06T02:01:53.542Z
2026-01-06T02:03:33Z,23d51c74-1e7d-4830-a784-10a68bd660c2,af913b3,,,,20,542,223803,69335,69877,293700,12,56,2026-01-06T02:02:37.697Z,2026-01-06T02:03:33.601Z
2026-01-06T02:04:02Z,23d51c74-1e7d-4830-a784-10a68bd660c2,a67b2d4,,,,31,290,640004,86280,86570,726605,23,85,2026-01-06T02:02:37.698Z,2026-01-06T02:04:02.819Z
2026-01-06T02:08:17Z,23d51c74-1e7d-4830-a784-10a68bd660c2,a32d09c,,,,24,248,528310,145153,145401,673735,16,340,2026-01-06T02:02:37.698Z,2026-01-06T02:08:17.391Z
2026-01-06T02:30:52Z,23d51c74-1e7d-4830-a784-10a68bd660c2,ab4220a,,,,7082,11085,4754460,313004,324089,5085631,74,477,2026-01-06T02:22:54.920Z,2026-01-06T02:30:51.922Z
2026-01-06T02:36:07Z,23d51c74-1e7d-4830-a784-10a68bd660c2,a4101e8,,,,5662,426,893928,139056,139482,1039072,29,242,2026-01-06T02:32:05.651Z,2026-01-06T02:36:07.110Z
2026-01-06T03:16:17Z,23d51c74-1e7d-4830-a784-10a68bd660c2,ac93ada,,,,12909,19636,12592075,337555,357191,12962175,143,771,2026-01-06T03:03:26.169Z,2026-01-06T03:16:17.057Z
2026-01-06T03:20:49Z,23d51c74-1e7d-4830-a784-10a68bd660c2,afe2bb1,,,,40,1310,1308154,186773,188083,1496277,32,259,2026-01-06T03:16:30.406Z,2026-01-06T03:20:49.269Z
2026-01-06T03:56:55Z,23d51c74-1e7d-4830-a784-10a68bd660c2,a1d079e,,,,8753,623,1118591,194579,195202,1322546,35,183,2026-01-06T03:53:52.528Z,2026-01-06T03:56:55.619Z
2026-01-06T06:35:52Z,23d51c74-1e7d-4830-a784-10a68bd660c2,aab22dc,,,,30124,549,1080113,186887,187436,1297673,30,178,2026-01-06T06:32:54.318Z,2026-01-06T06:35:52.071Z
2026-01-06T06:36:14Z,23d51c74-1e7d-4830-a784-10a68bd660c2,ac3b978,,,,9830,6160,2125963,187205,193365,2329158,47,200,2026-01-06T06:32:54.320Z,2026-01-06T06:36:14.219Z
2026-01-06T06:43:18Z,23d51c74-1e7d-4830-a784-10a68bd660c2,aa5dca5,,,,392,62,543763,144816,144878,689033,24,60,2026-01-06T06:42:18.957Z,2026-01-06T06:43:18.492Z
2026-01-06T07:02:13Z,23d51c74-1e7d-4830-a784-10a68bd660c2,ad68477,,,,5897,16032,5947357,417730,433762,6387016,77,495,2026-01-06T06:53:58.411Z,2026-01-06T07:02:13.071Z
2026-01-06T07:15:00Z,23d51c74-1e7d-4830-a784-10a68bd660c2,a94b279,,,,36,30,398573,263219,263249,661858,22,76,2026-01-06T07:13:44.674Z,2026-01-06T07:15:00.610Z
2026-01-06T07:15:47Z,23d51c74-1e7d-4830-a784-10a68bd660c2,a19b5f4,,,,77,781,884457,217539,218320,1102854,28,123,2026-01-06T07:13:44.675Z,2026-01-06T07:15:47.241Z
2026-01-06T07:24:48Z,23d51c74-1e7d-4830-a784-10a68bd660c2,a05b4d6,,,,11922,12660,2414262,195675,208335,2634519,57,367,2026-01-06T07:18:41.103Z,2026-01-06T07:24:48.695Z
2026-01-10T01:04:42Z,2eacec34-20a1-459c-8d3a-1bc7bbf44582,aebbf99,,,,5432,1171,994084,189515,190686,1190202,27,321,2026-01-10T00:59:21.111Z,2026-01-10T01:04:42.457Z
2026-01-10T01:32:46Z,2eacec34-20a1-459c-8d3a-1bc7bbf44582,a3e4100,,,,37,1706,671203,111440,113146,784386,29,277,2026-01-10T01:28:09.574Z,2026-01-10T01:32:46.589Z
2026-01-10T02:12:39Z,2eacec34-20a1-459c-8d3a-1bc7bbf44582,ae75252,,,,43278,374,269875,153346,153720,466873,13,41,2026-01-10T02:11:58.687Z,2026-01-10T02:12:39.484Z
2026-01-10T02:35:08Z,2eacec34-20a1-459c-8d3a-1bc7bbf44582,a6ef31a,,,,30694,549,492710,241360,241909,765313,17,111,2026-01-10T02:33:17.155Z,2026-01-10T02:35:08.451Z
2026-01-10T02:43:25Z,2eacec34-20a1-459c-8d3a-1bc7bbf44582,ab45990,,,,118279,727,577330,219288,220015,915624,18,81,2026-01-10T02:42:04.242Z,2026-01-10T02:43:25.553Z
2026-01-10T02:45:30Z,2eacec34-20a1-459c-8d3a-1bc7bbf44582,a7ca1c4,,,,13214,7290,2544325,246086,253376,2810915,46,206,2026-01-10T02:42:04.252Z,2026-01-10T02:45:30.489Z
2026-01-10T03:26:35Z,2eacec34-20a1-459c-8d3a-1bc7bbf44582,ab91a04,,,,9115,940,861187,148488,149428,1019730,25,90,2026-01-10T03:25:04.799Z,2026-01-10T03:26:34.959Z
2026-01-10T04:06:08Z,1d6efb70-ccf5-4320-ae83-32ef686238e5,a484658,,,,3,1,,14077,14078,14081,1,3,2026-01-10T04:06:05.290Z,2026-01-10T04:06:08.634Z
2026-01-10T04:06:20Z,2eacec34-20a1-459c-8d3a-1bc7bbf44582,a73e41d,,,,3,132,14077,,132,14212,1,,2026-01-10T04:06:20.638Z,2026-01-10T04:06:20.638Z
2026-01-10T04:06:24Z,2eacec34-20a1-459c-8d3a-1bc7bbf44582,a418c03,,,,10,183,30348,249,432,30790,4,4,2026-01-10T04:06:20.639Z,2026-01-10T04:06:24.605Z
2026-01-10T04:06:37Z,2eacec34-20a1-459c-8d3a-1bc7bbf44582,a161143,,,,13,255,70970,371,626,71609,5,16,2026-01-10T04:06:21.855Z,2026-01-10T04:06:37.414Z
2026-01-10T05:09:10Z,2eacec34-20a1-459c-8d3a-1bc7bbf44582,a79d403,,,,37,7017,1396582,267588,274605,1671224,31,179,2026-01-10T05:06:11.992Z,2026-01-10T05:09:10.587Z
2026-01-10T06:08:01Z,3b5af473-f8b0-403a-8278-e85109b89ca9,acfb1f2,,,,3,6,,14311,14317,14320,1,3,2026-01-10T06:07:58.099Z,2026-01-10T06:08:01.214Z
2026-01-10T06:08:05Z,2eacec34-20a1-459c-8d3a-1bc7bbf44582,a6ef81d,,,,7,27,7821,15781,15808,23636,3,4,2026-01-10T06:08:01.738Z,2026-01-10T06:08:05.029Z
2026-01-10T06:08:14Z,2eacec34-20a1-459c-8d3a-1bc7bbf44582,a40d7e5,,,,10,4,14428,43666,43670,58108,4,12,2026-01-10T06:08:02.162Z,2026-01-10T06:08:14.044Z
2026-01-10T06:23:32Z,2eacec34-20a1-459c-8d3a-1bc7bbf44582,a9f1364,,,,3,242,,14311,14553,14556,1,,2026-01-10T06:23:32.494Z,2026-01-10T06:23:32.494Z
2026-01-10T06:23:35Z,2eacec34-20a1-459c-8d3a-1bc7bbf44582,ac2fff5,,,,4,2,7821,7961,7963,15788,2,3,2026-01-10T06:23:32.635Z,2026-01-10T06:23:35.154Z
2026-01-10T06:23:40Z,2eacec34-20a1-459c-8d3a-1bc7bbf44582,a42be33,,,,7,3,14428,29221,29224,43659,3,7,2026-01-10T06:23:33.065Z,2026-01-10T06:23:40.074Z
2026-01-10T06:48:46Z,2eacec34-20a1-459c-8d3a-1bc7bbf44582,ad57794,,,,38,2460,884822,154268,156728,1041588,28,161,2026-01-10T06:46:05.488Z,2026-01-10T06:48:46.597Z
2026-01-10T07:00:30Z,2eacec34-20a1-459c-8d3a-1bc7bbf44582,a607e82,,,,5327,316,923846,163901,164217,1093390,27,133,2026-01-10T06:58:17.845Z,2026-01-10T07:00:30.087Z
2026-01-10T07:27:10Z,2eacec34-20a1-459c-8d3a-1bc7bbf44582,ac00eda,,,,3,1,,14366,14367,14370,1,,2026-01-10T07:27:09.987Z,2026-01-10T07:27:09.987Z
2026-01-10T07:27:13Z,2eacec34-20a1-459c-8d3a-1bc7bbf44582,ad01250,,,,7,259,7876,15875,16134,24017,3,4,2026-01-10T07:27:09.771Z,2026-01-10T07:27:13.365Z
2026-01-10T07:48:58Z,2eacec34-20a1-459c-8d3a-1bc7bbf44582,ad5ca25,,,,48101,1256,1171384,206944,208200,1427685,37,78,2026-01-10T07:47:40.476Z,2026-01-10T07:48:58.239Z
2026-01-10T07:54:24Z,2cc48aca-f551-40f8-9fe4-11de7f02409e,a083e35,,,,3,1,,14488,14489,14492,1,4,2026-01-10T07:54:20.710Z,2026-01-10T07:54:24.211Z
2026-01-10T07:54:30Z,2eacec34-20a1-459c-8d3a-1bc7bbf44582,ac05e6c,,,,4,116,7998,8138,8254,16256,2,5,2026-01-10T07:54:25.303Z,2026-01-10T07:54:30.741Z
2026-01-10T07:54:32Z,2eacec34-20a1-459c-8d3a-1bc7bbf44582,ada7ac8,,,,1,1,14605,365,366,14972,1,,2026-01-10T07:54:32.331Z,2026-01-10T07:54:32.331Z
2026-01-10T08:02:56Z,2eacec34-20a1-459c-8d3a-1bc7bbf44582,a557b5d,,,,71223,3005,1724833,387769,390774,2186830,28,159,2026-01-10T08:00:17.708Z,2026-01-10T08:02:56.407Z
2026-01-10T08:06:17Z,2eacec34-20a1-459c-8d3a-1bc7bbf44582,a54fb5e,,,,19,4775,405492,50695,55470,460981,15,115,2026-01-10T08:04:22.601Z,2026-01-10T08:06:17.375Z
2026-01-10T08:24:15Z,2eacec34-20a1-459c-8d3a-1bc7bbf44582,a8c8888,,,,19974,3172,1536788,179606,182778,1739540,43,231,2026-01-10T08:20:24.546Z,2026-01-10T08:24:15.184Z
2026-01-10T21:57:54Z,4b8a6739-7adf-479e-8afe-591dfbee5330,abe41ed,,,,38,552,1076079,132097,132649,1208766,30,366,2026-01-10T21:51:48.230Z,2026-01-10T21:57:54.484Z
2026-01-10T22:02:07Z,4b8a6739-7adf-479e-8afe-591dfbee5330,a6544d5,,,,6372,7239,1683084,90078,97317,1786773,48,236,2026-01-10T21:58:11.544Z,2026-01-10T22:02:07.545Z
2026-01-10T22:04:47Z,4b8a6739-7adf-479e-8afe-591dfbee5330,a161d2c,,,,556,2684,695541,88259,90943,787040,26,138,2026-01-10T22:02:29.664Z,2026-01-10T22:04:47.861Z
2026-01-10T22:15:39Z,4b8a6739-7adf-479e-8afe-591dfbee5330,abbd1c7,,,,39330,18377,10063216,373097,391474,10494020,115,552,2026-01-10T22:06:26.496Z,2026-01-10T22:15:38.964Z
2026-01-10T22:17:52Z,4b8a6739-7adf-479e-8afe-591dfbee5330,a2f756c,,,,36417,881,1224396,186086,186967,1447780,30,125,2026-01-10T22:15:47.657Z,2026-01-10T22:17:52.623Z
2026-01-10T22:52:32Z,b3adb3df-f424-4bea-b84b-1ad8827ac32f,a56b6a1,,,,3,1,,13914,13915,13918,1,5,2026-01-10T22:52:26.882Z,2026-01-10T22:52:31.931Z
2026-01-10T22:52:33Z,b3adb3df-f424-4bea-b84b-1ad8827ac32f,a986089,,,,3,1,,7424,7425,7428,1,7,2026-01-10T22:52:26.887Z,2026-01-10T22:52:33.197Z
